"","region","district","year","pop"
"5939","Northern East","Mamprugu-Moagduri",2011,47754.6101489775
"5940","Northern","Zabzugu",2011,79439.8643825948
"5941","Northern","Tatale-Sangule",2011,49026.6321140528
"5942","Bono East","Sene East",2011,61268.5847596601
"5943","Bono East","Sene West",2011,64264.0291301981
"5944","Ahafo","Asutifi North",2011,65424.7286932692
"5945","Ashanti","Ahafo Ano North",2011,101404.061348885
"5946","Ahafo","Asutifi South",2011,43511.235424459
"5947","Bono East","Techiman Municipal",2011,143443.090782449
"5948","Savannah","North Gonja",2011,44469.8308039792
"5949","Greater Accra","Tema West",2011,171616.360993385
"5950","Greater Accra","Ashaiman",2011,83705.5897865295
"5951","Greater Accra","Kpone-Katamanso",2011,195928.517911375
"5952","Upper East","Tempane",2011,77578.8517869115
"5953","Upper East","Bolgatanga East",2011,30730.5603345037
"5954","Northern East","Bunkpurugu -Nakpanduri",2011,75593.730496943
"5955","Savannah","North-East Gonja",2011,56800.9075844809
"5956","Northern","Nanton",2011,46003.8334243447
"5957","Bono","Berekum West",2011,55432.8137072623
"5958","Bono East","Pru",2011,63623.0124773383
"5959","Eastern","Fanteakwa South",2011,36426.8352597654
"5960","Eastern","New Juaben South",2011,102076.190446734
"5961","Eastern","Akwapim North",2011,83342.6476542354
"5962","Volta","Keta",2011,60808.9223721623
"5963","Ashanti","Adansi Akrofuom",2011,83092.5742243975
"5964","Ashanti","Adansi North",2011,53846.0486917198
"5965","Ashanti","Obuasi East",2011,74312.0578710735
"5966","Ashanti","Amansie West",2011,65695.3711600304
"5967","Ashanti","Atwima Nwabiagya North",2011,60225.1058071256
"5968","Ashanti","Oforikrom",2011,262407.50743103
"5969","Ashanti","Old Tafo",2011,112035.78204155
"5970","Ashanti","Asokwa",2011,283108.014484406
"5971","Greater Accra","Ayawaso East",2011,51844.4513397217
"5972","Greater Accra","Ayawaso North",2011,29769.0066146851
"5973","Greater Accra","Ayawaso Central",2011,85827.3762054443
"5974","Ashanti","Kwadaso",2011,270784.329642296
"5975","Ashanti","Suame",2011,179374.742887259
"5976","Ashanti","Asokore Mampong",2011,176702.695842743
"5977","Ashanti","Afigya Kwabre South",2011,82587.7295866013
"5978","Ashanti","Ejisu",2011,108326.521126211
"5979","Ashanti","Ahafo Ano South East",2011,43588.8700617254
"5980","Greater Accra","Korle-Klottey",2011,173363.00692749
"5981","Greater Accra","Ablekuma West",2011,106554.369802475
"5982","Greater Accra","Ablekuma Central",2011,157022.080635071
"5983","Greater Accra","Krowor",2011,92011.0802612305
"5984","Greater Accra","Ga North",2011,135179.36496067
"5985","Greater Accra","Weija-Gbawe",2011,159238.472003937
"5986","Greater Accra","Ablekuma North",2011,144397.691181183
"5987","Eastern","Birim south",2011,77805.1356802583
"5988","Eastern","Birim Central",2011,41224.2552197576
"5989","Eastern","Abuakwa North",2011,60239.1053560376
"5990","Eastern","Atiwa East",2011,61676.8147761524
"5991","Central","Awutu Senya East",2011,71136.0705385208
"5992","Oti","Kadjebi",2011,53916.3751544058
"5993","Ashanti","Kumasi",2011,797741.925086021
"5994","Greater Accra","Tema",2011,98491.9381437302
"5995","Greater Accra","Ga South",2011,231347.006515384
"5996","Western","Sekondi-Takoradi",2011,323897.202877343
"5997","Western","Effia-Kwesimintsim",2011,192364.281425118
"5998","Northern","Sagnarigu",2011,157164.444765389
"5999","Northern","Tamale",2011,223458.214792535
"6000","Central","Cape Coast",2011,178323.015053868
"6001","Greater Accra","Accra Metro",2011,316659.03030777
"6002","Greater Accra","Okai Koi North",2011,162928.529239655
"6003","Oti","Guan District",2011,60308.3200966418
"6004","Greater Accra","Ledzokuku",2012,176818.721597672
"6005","Northern East","Chereponi",2012,54184.7841607109
"6006","Upper West","Wa Municipal",2012,72116.4946204126
"6007","Upper West","Jirapa",2012,86015.5456448533
"6008","Upper West","Sissala West",2012,33166.0556041487
"6009","Upper West","Lambussie",2012,60360.6802665144
"6010","Upper East","Bolgatanga Municipal",2012,101002.991047114
"6011","Upper East","Bongo",2012,86676.1678119302
"6012","Upper East","Kasena-Nankana West",2012,85597.7146662064
"6013","Upper West","Wa West",2012,74692.7069744319
"6014","Savannah","Sawla-Tuna-Kalba",2012,87262.3848529533
"6015","Upper West","Sissala East",2012,76509.2338279076
"6016","Upper East","Kasena-Nankana",2012,99050.1076639071
"6017","Northern East","Yunyoo-Nasuan",2012,56951.5282206833
"6018","Upper East","Garu",2012,79235.4562416375
"6019","Northern East","East Mamprusi",2012,125153.611103699
"6020","Upper East","Bawku West",2012,97152.4952403456
"6021","Bono","Dormaa East",2012,63501.4857338965
"6022","Bono","Berekum",2012,80091.1994229257
"6023","Bono","Jaman South",2012,87072.2071079016
"6024","Bono","Sunyani West",2012,107057.710500747
"6025","Ahafo","Asunafo North",2012,123728.809582725
"6026","Bono East","Nkoranza North",2012,74061.310426116
"6027","Bono East","Kintampo South",2012,78969.558507666
"6028","Ahafo","Tano North",2012,97769.0858481526
"6029","Volta","Ketu North",2012,107235.125845909
"6030","Volta","Ketu South",2012,151249.166223049
"6031","Volta","Anloga",2012,100060.013954878
"6032","Volta","South Tongu",2012,95127.476477623
"6033","Oti","Jasikan",2012,38281.6838449687
"6034","Oti","Krachi East",2012,129777.901059292
"6035","Oti","Nkwanta South",2012,115523.94437933
"6036","Ashanti","Afigya Kwabre North",2012,105907.915149391
"6037","Ashanti","Atwima Kwanwoma",2012,106727.275912225
"6038","Ashanti","Sekyere South",2012,120326.053211749
"6039","Ashanti","Sekyere East",2012,33176.8418358266
"6040","Ashanti","Sekyere Central",2012,73274.5247980654
"6041","Ashanti","Offinso North",2012,52664.2701129168
"6042","Ashanti","Offinso",2012,81072.9460362345
"6043","Greater Accra","Adentan",2012,79259.9616407156
"6044","Bono","Dormaa Municipal",2012,118178.374184862
"6045","Ashanti","Ahafo Ano South West",2012,72778.4670936167
"6046","Ashanti","Bekwai",2012,145692.960665584
"6047","Ashanti","Bosomtwe",2012,106644.102983087
"6048","Central","Ajumako-Enyan-Essiam",2012,150282.744243681
"6049","Central","Gomoa West",2012,111660.89116931
"6050","Ashanti","Obuasi",2012,57004.2884449959
"6051","Ashanti","Kwabre East",2012,60828.8710532784
"6052","Ashanti","Ejura-Sekyedumase",2012,87140.0922254622
"6053","Ashanti","Atwima Nwabiagya",2012,99422.4152477086
"6054","Ashanti","Atwima Mponua",2012,143759.657195397
"6055","Ashanti","Adansi South",2012,65109.3749358952
"6056","Ashanti","Adansi Asokwa",2012,62652.2992709428
"6057","Ashanti","Bosome Freho",2012,54308.064737767
"6058","Ashanti","Asante Mampong",2012,90647.5360185355
"6059","Central","Agona West",2012,127265.395075619
"6060","Central","Agona East",2012,97320.9157365561
"6061","Central","Assin North",2012,107866.679063886
"6062","Central","Assin South",2012,116724.57158199
"6063","Central","Asikuma-Odoben-Brakwa",2012,115893.443336904
"6064","Central","Efutu",2012,72310.5435242653
"6065","Central","Gomoa East",2012,219816.483815134
"6066","Central","Abura-Asebu-Kwamankese",2012,122572.138304859
"6067","Western","Jomoro",2012,156928.166078664
"6068","Western","Ellembelle",2012,92785.7495207563
"6069","Western","Prestea-Huni Valley",2012,167858.352970459
"6070","Western","Ahanta West",2012,116834.527410179
"6071","Western","Nzema East",2012,54981.5845083669
"6072","Western","Tarkwa-Nsuaem",2012,84978.221547775
"6073","Western North","Sefwi-Akontombra",2012,91252.2833066955
"6074","Eastern","Akyemansa",2012,95883.410836041
"6075","Eastern","Kwahu South",2012,79520.566520676
"6076","Eastern","Asene Manso Akroso",2012,80792.432146579
"6077","Eastern","Upper Manya-Krobo",2012,74945.6586656868
"6078","Eastern","Achiase",2012,85214.4650308788
"6079","Eastern","Okere",2012,67151.622240603
"6080","Eastern","Yilo-Krobo",2012,86756.3889285922
"6081","Eastern","Atiwa West",2012,76680.2891981006
"6082","Eastern","New Juaben North",2012,82971.1556344032
"6083","Eastern","Fanteakwa North",2012,74317.7393749058
"6084","Eastern","Birim North",2012,92079.9659759998
"6085","Eastern","Asuogyaman",2012,101521.808762908
"6086","Eastern","Kwahu East",2012,68891.4344837666
"6087","Eastern","Kwahu West",2012,88452.0753905177
"6088","Western North","Bibiani-Anhwiaso-Bekwai",2012,129590.11450395
"6089","Central","Upper Denkyira East",2012,72667.1398264617
"6090","Ashanti","Amansie Central",2012,80352.1970205158
"6091","Ashanti","Amansie South",2012,80148.6084140241
"6092","Central","Upper Denkyira West",2012,68202.4497969449
"6093","Central","Komenda-Edna-Eguafo-Abirem",2012,150569.090521038
"6094","Western North","Sefwi-Wiawso",2012,146261.463304423
"6095","Ahafo","Asunafo South",2012,105298.937022641
"6096","Bono East","Nkoranza South",2012,106275.880934566
"6097","Savannah","Bole",2012,85389.4130104892
"6098","Eastern","Lower-Manya Krobo",2012,83280.3419621885
"6099","Bono East","Kintampo North",2012,103398.935131367
"6100","Bono East","Atebubu-Amanten",2012,123295.132192232
"6101","Northern","Kpandai",2012,72485.4091992825
"6102","Oti","Nkwanta North",2012,73139.9446714371
"6103","Oti","Biakoye",2012,92748.9442023784
"6104","Savannah","Central Gonja",2012,86056.8838822115
"6105","Bono East","Pru West",2012,63131.2126236334
"6106","Northern","Savelugu",2012,103590.427823916
"6107","Northern","Karaga",2012,102828.934696145
"6108","Savannah","East Gonja",2012,129411.006959859
"6109","Volta","South Dayi",2012,46990.520844847
"6110","Upper West","Wa East",2012,116705.190962043
"6111","Northern","Saboba",2012,68020.0798586905
"6112","Northern","Gushiegu",2012,99518.6790496409
"6113","Northern","Nanumba North",2012,108884.060223766
"6114","Northern","Nanumba South",2012,149970.460101143
"6115","Bono","Wenchi",2012,87011.7862072736
"6116","Ahafo","Tano South",2012,61260.7212445438
"6117","Bono","Sunyani Municipal",2012,107231.958522528
"6118","Ashanti","Asante Akim South",2012,122178.028965741
"6119","Greater Accra","Ada East",2012,76714.9644575715
"6120","Greater Accra","Shai-Osudoku",2012,53673.978419669
"6121","Greater Accra","Ada West",2012,64117.2090902179
"6122","Greater Accra","Ningo Prampram",2012,78552.2080752701
"6123","Bono East","Techiman North",2012,64999.8717148006
"6124","Bono","Banda",2012,40965.5914768651
"6125","Bono","Jaman North",2012,95271.1877871081
"6126","Bono","Tain",2012,74131.1702449545
"6127","Ashanti","Sekyere Kumawu",2012,44352.0079651475
"6128","Ashanti","Sekyere Afram Plains",2012,62227.7144366428
"6129","Ashanti","Asante Akim North",2012,87092.5518898889
"6130","Ashanti","Asante Akim Central",2012,54009.2962456048
"6131","Ashanti","Juaben",2012,62042.9026604444
"6132","Greater Accra","La-Dade-Kotopon",2012,346279.331866264
"6133","Western North","Aowin",2012,112333.962554999
"6134","Western North","Suaman",2012,24004.3863262385
"6135","Western North","Bia East",2012,50079.8337071985
"6136","Western North","Bia West",2012,70076.8497116044
"6137","Western North","Bodi",2012,43608.7600923032
"6138","Western North","Juaboso",2012,69216.5546554476
"6139","Western","Shama",2012,158589.490395248
"6140","Western","Wassa East",2012,85000.8166849092
"6141","Western","Mpohor",2012,37133.3396360576
"6142","Western","Wassa Amenfi West",2012,66900.6315465569
"6143","Western","Wassa Amenfi Central",2012,88217.0745068267
"6144","Central","Mfantsiman",2012,127261.461529434
"6145","Central","Ekumfi",2012,80912.3497681618
"6146","Central","Twifo-Hemang Lower Denkyira",2012,43574.5320832282
"6147","Central","Twifo-Ati-Mokwa",2012,75826.7983349562
"6148","Central","Awutu Senya",2012,107235.200635791
"6149","Greater Accra","La-Nkwantanang-Madina",2012,112142.050146818
"6150","Greater Accra","Ga East",2012,180122.820604563
"6151","Western","Wassa Amenfi East",2012,92759.9619670734
"6152","Central","Gomoa Central",2012,48943.099044323
"6153","Central","Assin Foso",2012,54551.1418864131
"6154","Greater Accra","Ayawaso West",2012,366410.228967667
"6155","Greater Accra","Ga West",2012,158477.700565577
"6156","Oti","Krachi West",2012,46040.5899374932
"6157","Oti","Krachi Nchumuru",2012,89714.1636753827
"6158","Volta","Agortime-Ziope",2012,21670.7155301422
"6159","Volta","Adaklu",2012,38698.6097534299
"6160","Volta","Akatsi South",2012,97866.910990268
"6161","Volta","Akatsi North",2012,35605.9649091363
"6162","Volta","Ho",2012,188639.358504802
"6163","Volta","Hohoe",2012,97475.0083009601
"6164","Volta","Ho West",2012,117791.774560429
"6165","Volta","Afadjato South",2012,123792.900567472
"6166","Volta","North Dayi",2012,48099.6208869815
"6167","Volta","Kpando",2012,50982.7615357041
"6168","Volta","North Tongu",2012,83708.7522395775
"6169","Volta","Central Tongu",2012,67356.7959950566
"6170","Eastern","Nsawam-Adoagyiri",2012,62557.0416769385
"6171","Greater Accra","Ga Central",2012,97317.0749504566
"6172","Eastern","Akwapim South",2012,57647.8523142934
"6173","Eastern","Denkyembour",2012,86659.5983594656
"6174","Eastern","Kwaebibirem",2012,111584.855144531
"6175","Eastern","Afram Plains South",2012,140900.061344624
"6176","Eastern","Kwahu North",2012,101400.295664147
"6177","Eastern","Suhum",2012,81330.5599026084
"6178","Eastern","Ayensuano",2012,90341.6341547966
"6179","Eastern","East Akim - Abuakwa South",2012,91634.5747402906
"6180","Eastern","Upper West Akim",2012,97378.8092237115
"6181","Eastern","West Akim",2012,112630.383246541
"6182","Bono","Dormaa West",2012,41691.5332944095
"6183","Upper West","Nadowli-Kaleo",2012,54177.1800601333
"6184","Upper West","Daffiama-Bussie-Issa",2012,42929.8813268654
"6185","Upper West","Lawra",2012,59092.2063553035
"6186","Upper West","Nandom",2012,46174.8844441772
"6187","Upper East","Talensi",2012,84407.77008003
"6188","Upper East","Nabdam",2012,28106.0104638338
"6189","Upper East","Builsa South",2012,49000.9015324675
"6190","Upper East","Builsa North",2012,48770.7031307593
"6191","Upper East","Binduri",2012,77600.7808089852
"6192","Upper East","Pusiga",2012,48684.1731851697
"6193","Upper East","Bawku Municipal",2012,66776.2444669604
"6194","Savannah","West Gonja",2012,54172.5575425997
"6195","Northern","Mion",2012,111825.780984495
"6196","Northern","Yendi",2012,105666.732695989
"6197","Northern","Tolon",2012,56036.8717272915
"6198","Northern","Kumbungu",2012,55312.3264179826
"6199","Northern East","West Mamprusi",2012,135481.151600055
"6200","Northern East","Mamprugu-Moagduri",2012,49212.9944190122
"6201","Northern","Zabzugu",2012,83127.0226238519
"6202","Northern","Tatale-Sangule",2012,51335.6632989049
"6203","Bono East","Sene East",2012,64194.3395592682
"6204","Bono East","Sene West",2012,65943.1603234001
"6205","Ahafo","Asutifi North",2012,67043.1974693462
"6206","Ashanti","Ahafo Ano North",2012,104441.326243371
"6207","Ahafo","Asutifi South",2012,44269.9201375991
"6208","Bono East","Techiman Municipal",2012,145144.102098361
"6209","Savannah","North Gonja",2012,42336.5442863703
"6210","Greater Accra","Tema West",2012,176219.379347801
"6211","Greater Accra","Ashaiman",2012,85834.0706338882
"6212","Greater Accra","Kpone-Katamanso",2012,205626.571249306
"6213","Upper East","Tempane",2012,78725.8037976623
"6214","Upper East","Bolgatanga East",2012,27210.4331206083
"6215","Northern East","Bunkpurugu -Nakpanduri",2012,81491.8333515078
"6216","Savannah","North-East Gonja",2012,57127.7341444194
"6217","Northern","Nanton",2012,48197.1269740611
"6218","Bono","Berekum West",2012,57778.9120903313
"6219","Bono East","Pru",2012,67613.1759740822
"6220","Eastern","Fanteakwa South",2012,37828.6954343915
"6221","Eastern","New Juaben South",2012,104789.177115023
"6222","Eastern","Akwapim North",2012,86902.9258253872
"6223","Volta","Keta",2012,56161.9696380496
"6224","Ashanti","Adansi Akrofuom",2012,83412.021025911
"6225","Ashanti","Adansi North",2012,51598.390395999
"6226","Ashanti","Obuasi East",2012,80239.8089286685
"6227","Ashanti","Amansie West",2012,64986.1739815474
"6228","Ashanti","Atwima Nwabiagya North",2012,62238.4417974353
"6229","Ashanti","Oforikrom",2012,268558.01894474
"6230","Ashanti","Old Tafo",2012,120312.582292557
"6231","Ashanti","Asokwa",2012,303782.56120491
"6232","Greater Accra","Ayawaso East",2012,54903.6952209473
"6233","Greater Accra","Ayawaso North",2012,31374.2300567627
"6234","Greater Accra","Ayawaso Central",2012,89325.6604385376
"6235","Ashanti","Kwadaso",2012,281136.553760529
"6236","Ashanti","Suame",2012,192718.056731462
"6237","Ashanti","Asokore Mampong",2012,181378.292088509
"6238","Ashanti","Afigya Kwabre South",2012,84232.8333201706
"6239","Ashanti","Ejisu",2012,108448.421621978
"6240","Ashanti","Ahafo Ano South East",2012,44591.1435525715
"6241","Greater Accra","Korle-Klottey",2012,175631.016643524
"6242","Greater Accra","Ablekuma West",2012,112685.856973648
"6243","Greater Accra","Ablekuma Central",2012,164323.80809021
"6244","Greater Accra","Krowor",2012,94812.3304672241
"6245","Greater Accra","Ga North",2012,134065.255076885
"6246","Greater Accra","Weija-Gbawe",2012,174292.745094299
"6247","Greater Accra","Ablekuma North",2012,154202.817249298
"6248","Eastern","Birim south",2012,77197.9649650156
"6249","Eastern","Birim Central",2012,44710.2976877093
"6250","Eastern","Abuakwa North",2012,65085.5919630527
"6251","Eastern","Atiwa East",2012,64410.3812473565
